common_name,scientific_name,country,habitat
,Eucalyptus miniata,Australia,
,Eucalyptus minniritchi,Australia,
,Eucalyptus mitchelliana,Australia,
,Eucalyptus moderata,Australia,
gray-box,Eucalyptus moluccana,Australia,coastal
,Eucalyptus molyneuxii,Australia,desert
,Eucalyptus mooreana,Australia,mountains
,Eucalyptus moorei,Australia,
Morrisby's gum,Eucalyptus morrisbyi,Australia,
gray mallee,Eucalyptus morrisii,Australia,
yellow stringybark,Eucalyptus muelleriana,Australia,
,Eucalyptus multicaulis,Australia,
,Eucalyptus myriadena,Australia,
,Eucalyptus nandewarica,Australia,
,Eucalyptus nebulosa,Australia,
,Eucalyptus neglecta,Australia,
,Eucalyptus nicholii,Australia,
,Eucalyptus nigrifunda,Australia,desert
shining gum,Eucalyptus nitens,Australia,forest
Smithton peppermint gum,Eucalyptus nitida,Australia,
,Eucalyptus nobilis,Australia,
,Eucalyptus normantonensis,Australia,
,Eucalyptus nortonii,Australia,
,Eucalyptus notabilis,Australia,mountains
,Eucalyptus nova-anglica,Australia,
,Eucalyptus nubila,Australia,
,Eucalyptus nudicaulis,Australia,
red-flower moort,Eucalyptus nutans,Australia,
Messmate Stringybark,Eucalyptus obliqua,Australia,
flat-top yate,Eucalyptus occidentalis,Australia,water
,Eucalyptus odontocarpa,Australia,
,Eucalyptus odorata,Australia,
,Eucalyptus oldfieldii,Australia,
eucalyptus,Eucalyptus oleosa,Australia,
,Eucalyptus olida,Australia,forest
,Eucalyptus oligantha,Australia,
,Eucalyptus olsenii,Australia,
,Eucalyptus ophitica,Australia,
,Eucalyptus opimiflora,Australia,coastal
,Eucalyptus optima,Australia,
round-leaf mallee,Eucalyptus orbifolia,Australia,
,Eucalyptus oreades,Australia,mountains
,Eucalyptus orgadophila,Australia,mountains
,Eucalyptus ornans,Australia,
Silver Mallet,Eucalyptus ornata,Australia,
,Eucalyptus orophila,Timor-Leste,
,Eucalyptus ovata,Australia,water
,Eucalyptus ovularis,Australia,
Sharp Capped Mallee,Eucalyptus oxymitra,Australia,
,Eucalyptus pachycalyx,Australia,
,Eucalyptus pachyphylla,Australia,
,Eucalyptus paedoglauca,Australia,
,Eucalyptus paliformis,Australia,
,Eucalyptus paludicola,Australia,water
,Eucalyptus panda,Australia,
gray ironbark,Eucalyptus paniculata,Australia,
,Eucalyptus pantoleuca,Australia,water
,Eucalyptus paralimnetica,Australia,
,Eucalyptus parramattensis,Australia,
kybean gum,Eucalyptus parvula,Australia,
,Eucalyptus patellaris,Australia,
blackbutt,Eucalyptus patens,Australia,
snow gum,Eucalyptus pauciflora,Australia,mountains; forest
,Eucalyptus pauciflora subsp. acerina,Australia,
,Eucalyptus pauciflora subsp. debeuzevillei,Australia,mountains
,Eucalyptus pauciflora subsp. hedraia,Australia,
,Eucalyptus pauciflora subsp. niphophila,Australia,mountains
,Eucalyptus pauciflora subsp. parvifructa,Australia,
,Eucalyptus pauciflora subsp. pauciflora,Australia,
,Eucalyptus pellita,Australia,
,Eucalyptus pellita,Papua New Guinea,
,Eucalyptus peninsularis,Australia,
,Eucalyptus perangusta,Australia,
,Eucalyptus percostata,Australia,
spinning gum,Eucalyptus perriniana,Australia,mountains
,Eucalyptus persistens,Australia,
,Eucalyptus petiolaris,Australia,
,Eucalyptus petraea,Australia,
,Eucalyptus phaenophylla,Australia,
,Eucalyptus phenax,Australia,
,Eucalyptus phoenicea,Australia,
,Eucalyptus phoenix,Australia,
blackbutt,Eucalyptus pilularis,Australia,
Sydney peppermint-tree,Eucalyptus piperita,Australia,forest
,Eucalyptus placita,Australia,
needle-bark Stringybark,Eucalyptus planchoniana,Australia,
,Eucalyptus platyphylla,Australia,
,Eucalyptus pleurocarpa,Australia,
,Eucalyptus pluricaulis,Australia,
,Eucalyptus polita,Australia,
redbox,Eucalyptus polyanthemos,Australia,
,Eucalyptus polybractea,Australia,
,Eucalyptus populnea,Australia,
,Eucalyptus porosa,Australia,
,Eucalyptus praecox,Australia,
,Eucalyptus praetermissa,Australia,
,Eucalyptus prava,Australia,
gray gum,Eucalyptus propinqua,Australia,
,Eucalyptus protensa,Australia,
,Eucalyptus provecta,Australia,
,Eucalyptus pruiniramis,Australia,
,Eucalyptus pruinosa,Australia,
,Eucalyptus psammitica,Australia,
,Eucalyptus pterocarpa,Australia,
,Eucalyptus pulchella,Australia,
silverleaf mountain gum,Eucalyptus pulverulenta,Australia,mountains
Pokolbin Mallee,Eucalyptus pumila,Australia,
gray gum,Eucalyptus punctata,Australia,
,Eucalyptus pyrenea,Australia,
,Eucalyptus pyrocarpa,Australia,
whitetop-box,Eucalyptus quadrangulata,Australia,
,Eucalyptus quadricostata,Australia,
,Eucalyptus quinniorum,Australia,
,Eucalyptus racemosa,Australia,
narrow-leaf peppermint gum,Eucalyptus radiata,Australia,water
black ironbox,Eucalyptus raveretiana,Australia,
,Eucalyptus recta,Australia,
Mongarlowe mallee,Eucalyptus recurva,Australia,
,Eucalyptus redimiculifera,Australia,
mountain-ash,Eucalyptus regnans,Australia,mountains; water; forest
,Eucalyptus relicta,Australia,
,Eucalyptus remota,Australia,
,Eucalyptus repullulans,Australia,desert
redmahogany,Eucalyptus resinifera,Australia,coastal
,Eucalyptus retinens,Australia,
,Eucalyptus retusa,Australia,
,Eucalyptus rhodantha,Australia,
,Eucalyptus rhombica,Australia,
,Eucalyptus rhomboidea,Australia,
Risdon peppermint gum,Eucalyptus risdonii,Australia,
swampmahogany,Eucalyptus robusta,Australia,water
,Eucalyptus rodwayi,Australia,water
scribbly gum,Eucalyptus rossii,Australia,
,Eucalyptus rowleyi,Australia,
,Eucalyptus roycei,Australia,
candlebark,Eucalyptus rubida,Australia,
,Eucalyptus rubiginosa,Australia,
,Eucalyptus rudderi,Australia,
Western Australian floodedgum,Eucalyptus rudis,Australia,coastal
,Eucalyptus rummeryi,Australia,
,Eucalyptus rupestris,Australia,
,Eucalyptus sabulosa,Australia,
,Eucalyptus salicola,Australia,water
Sydney bluegum,Eucalyptus saligna,Australia,
,Eucalyptus salubris,Australia,
eucalyptus,Eucalyptus sargentii,Australia,water
,Eucalyptus saxatilis,Australia,
,Eucalyptus scias,Australia,coastal
,Eucalyptus sclerophylla,Australia,
,Eucalyptus scoparia,Australia,mountains
,Eucalyptus scopulorum,Australia,
,Eucalyptus scyphocalyx,Australia,
,Eucalyptus seeana,Australia,
,Eucalyptus semiglobosa,Australia,
,Eucalyptus serraensis,Australia,
River Mallee,Eucalyptus sessilis,Australia,water
,Eucalyptus sheathiana,Australia,
,Eucalyptus shirleyi,Australia,
,Eucalyptus sicilifolia,Australia,
northern gray ironbark,Eucalyptus siderophloia,Australia,
red ironbark,Eucalyptus sideroxylon,Australia,
silvertop-ash,Eucalyptus sieberi,Australia,
,Eucalyptus signata,Australia,water; forest
,Eucalyptus silvestris,Australia,
,Eucalyptus similis,Australia,
,Eucalyptus singularis,Australia,
,Eucalyptus sinuosa,Australia,
Smith's eucalyptus,Eucalyptus smithii,Australia,
,Eucalyptus socialis subsp. eucentrica,Australia,
,Eucalyptus socialis subsp. socialis,Australia,
,Eucalyptus socialis subsp. victoriensis,Australia,
,Eucalyptus socialis subsp. viridans,Australia,
,Eucalyptus sparsifolia,Australia,
eucalyptus,Eucalyptus spathulata,Australia,water
,Eucalyptus sphaerocarpa,Australia,forest
,Eucalyptus splendens,Australia,
,Eucalyptus sporadica,Australia,
,Eucalyptus squamosa,Australia,
,Eucalyptus staigeriana,Australia,
,Eucalyptus stellulata,Australia,
,Eucalyptus stenostoma,Australia,
Scarlett Pear Gum,Eucalyptus stoatei,Australia,
Cue York Gum,Eucalyptus striaticalyx,Australia,
Strickland's Gum,Eucalyptus stricklandii,Australia,
,Eucalyptus stricta,Australia,mountains
,Eucalyptus strzeleckii,Australia,
,Eucalyptus sturgissiana,Australia,
,Eucalyptus subcrenulata,Australia,mountains
,Eucalyptus suberea,Australia,
,Eucalyptus suffulgens,Australia,
,Eucalyptus sweedmaniana,Australia,desert
,Eucalyptus tardecidens,Australia,
,Eucalyptus taurina,Australia,
,Eucalyptus tectifica,Australia,
,Eucalyptus tenella,Australia,
,Eucalyptus tenuipes,Australia,
,Eucalyptus tenuiramis,Australia,
,Eucalyptus tephrodes,Australia,
,Eucalyptus terebra,Australia,
forest redgum,Eucalyptus tereticornis,Australia,forest
,Eucalyptus terrica,Australia,
,Eucalyptus tetrapleura,Australia,
,Eucalyptus tetrodonta,Australia,
,Eucalyptus tholiformis,Australia,
,Eucalyptus thozetiana,Australia,
,Eucalyptus tindaliae,Australia,coastal
,Eucalyptus tintinnans,Australia,
Coastal Blackbutt,Eucalyptus todtiana,Australia,coastal
coral gum,Eucalyptus torquata,Australia,
,Eucalyptus tortilis,Australia,
redwood,Eucalyptus transcontinentalis,Australia,
,Eucalyptus tricarpa,Australia,
,Eucalyptus triflora,Australia,
Victoria Spring Mallee,Eucalyptus trivalvis,Australia,desert
,Eucalyptus umbra,Australia,
,Eucalyptus umbrawarrensis,Australia,
hook-leaf mallee,Eucalyptus uncinata,Australia,
urn gum,Eucalyptus urnigera,Australia,
,Eucalyptus urophylla,Indonesia,mountains
,Eucalyptus utilis,Australia,coastal
,Eucalyptus valens,Australia,coastal
,Eucalyptus varia,Australia,
,Eucalyptus vernicosa,Australia,mountains
,Eucalyptus verrucata,Australia,
,Eucalyptus vicina,Australia,
,Eucalyptus victoriana,Australia,
,Eucalyptus victrix,Australia,
manna gum,Eucalyptus viminalis,Australia,
,Eucalyptus virens,Australia,
,Eucalyptus virginea,Australia,
Green Mallee,Eucalyptus viridis,Australia,
,Eucalyptus vittata,Australia,
,Eucalyptus vokesensis,Australia,
,Eucalyptus volcanica,Australia,
,Eucalyptus walshii,Australia,
wandoo,Eucalyptus wandoo,Australia,water; forest; coastal
Wesbter's Mallee,Eucalyptus websteriana,Australia,
,Eucalyptus wetarensis,Indonesia,
,Eucalyptus wilcoxii,Australia,
,Eucalyptus williamsiana,Australia,
,Eucalyptus willisii,Australia,
,Eucalyptus wimmerensis,Australia,
,Eucalyptus woollsiana,Australia,
,Eucalyptus wyolensis,Australia,
,Eucalyptus xerothermica,Australia,
Yalata Mallee,Eucalyptus yalatensis,Australia,
,Eucalyptus yarraensis,Australia,
,Eucalyptus yarriambiack,Australia,
Yorrell,Eucalyptus yilgarnensis,Australia,
,Eucalyptus youmanii,Australia,
,Eucalyptus youngiana,Australia,desert
,Eucalyptus yumbarrana,Australia,
Grampians gum,Eucalyptus × alpina,Australia,
Cadda Road Mallee,Eucalyptus balanites,Australia,
,Eucalyptus brachyphylla,Australia,
,Eucalyptus conjuncta,Australia,
,Eucalyptus kalangadooensis,Australia,
,Eucalyptus laseronii,Australia,mountains
,Eucalyptus macmahonii,Australia,
,Eucalyptus nepeanensis,Australia,
Eucalyptus × nowraensis,Eucalyptus ×nowraensis,Australia,
,Eucalyptus phylacis,Australia,
tallerack,Eucalyptus tetragona,Australia,
Eucalyptus tinghaensis,Eucalyptus ×tinghaensis,Australia,
,Eucalyptus tokwa,Australia,
,Eucalyptus urnularis,Australia,
,Eucarpha deplanchei,New Caledonia,
,Eucarpha strobilina,New Caledonia,
Brewer's aster,Eucephalus breweri,United States,mountains
elegant aster,Eucephalus elegans,United States,
smooth aster,Eucephalus glabratus,United States,mountains; forest; shrubland
Klickitat aster,Eucephalus glaucescens,United States,grasslands; mountains
Gorman's aster,Eucephalus gormanii,United States,mountains
Cascade aster,Eucephalus ledophyllus,United States,mountains
Olympic Mountain aster,Eucephalus paucicapitatus,Canada,grasslands; mountains
Olympic Mountain aster,Eucephalus paucicapitatus,United States,grasslands; mountains
rayless aster,Eucephalus tomentellus,United States,mountains; forest
wayside aster,Eucephalus vialis,United States,forest
,Euchiton collinus,Australia,
Star-Cudweed,Euchiton involucratus,Australia,
Star-Cudweed,Euchiton involucratus,New Zealand,
father-and-child plant,Euchiton japonicus,New Zealand,
tropical creeping cudweed,Euchiton sphaericus,Australia,
,Euchiton traversii,Australia,grasslands; mountains; shrubland
,Euchiton traversii,New Zealand,grasslands; mountains; shrubland
,Euchresta japonica,China,
,Euchresta japonica,Japan,
,Euchresta japonica,South Korea,
,Euclea pseudebenus,South Africa,
,Euclea racemosa,Comoros,coastal
,Euclea racemosa,Oman,coastal
,Euclea racemosa,Yemen,coastal
desert stingbush,Eucnide urens,Mexico,desert
desert stingbush,Eucnide urens,United States,desert
,Eucomis amaryllidifolia,South Africa,
,Eucomis autumnalis,Malawi,
,Eucomis autumnalis,Zimbabwe,
,Eucomis bicolor,Lesotho,
,Eucomis bicolor,South Africa,
,Eucomis comosa,South Africa,
,Eucomis grimshawii,South Africa,
,Eucomis humilis,Lesotho,
,Eucomis humilis,South Africa,
,Eucomis montana,South Africa,
,Eucomis montana,Swaziland,
,Eucomis regia,South Africa,
,Eucomis schijffii,Lesotho,
,Eucomis schijffii,South Africa,
,Eucomis vandermerwei,South Africa,
,Eucomis zambesiaca,Malawi,
,Eucomis zambesiaca,South Africa,
,Eucomis zambesiaca,Zimbabwe,
,Eucommia constans,Mexico,
Du Zhong,Eucommia ulmoides,China,
,Eucrosia bicolor,Peru,
,Eucrosia calendulina,Peru,forest
,Eucrosia eucrosioides,Peru,
ulmo,Eucryphia cordifolia,Argentina,
ulmo,Eucryphia cordifolia,Chile,
,Eucryphia falcata,Australia,
,Eucryphia glutinosa,Chile,forest
,Eucryphia jinksii,Australia,forest
,Eucryphia lucida,Australia,forest
,Eucryphia milliganii,Australia,mountains; shrubland
,Eucryphia moorei,Australia,forest
,Eucryphia wilkiei,Australia,mountains; forest
spotted hideseed,Eucrypta chrysanthemifolia,Mexico,desert; mountains
spotted hideseed,Eucrypta chrysanthemifolia,United States,desert; mountains
dainty desert hideseed,Eucrypta micrantha,Mexico,desert; mountains
dainty desert hideseed,Eucrypta micrantha,United States,desert; mountains
,Eugenia abbreviata,Jamaica,
,Eugenia aboukirensis,Jamaica,
,Eugenia aceitillo,Cuba,
,Eugenia acrisepala,Jamaica,
,Eugenia acunae,Cuba,
,Eugenia acutissima,Cuba,
,Eugenia albida,Colombia,
,Eugenia amoena,Sri Lanka,
,Eugenia amplifolia,Jamaica,
,Eugenia arianae,Brazil,
white stopper,Eugenia axillaris,Mexico,coastal
white stopper,Eugenia axillaris,United States,coastal
,Eugenia azeda,Brazil,
,Eugenia bayatensis,Cuba,
,Eugenia benjamina,Malaysia,
blackrodwood,Eugenia biflora,Brazil,forest
blackrodwood,Eugenia biflora,Cayman Islands,forest
blackrodwood,Eugenia biflora,Dominican Republic,forest
blackrodwood,Eugenia biflora,Haiti,forest
blackrodwood,Eugenia biflora,Jamaica,forest
blackrodwood,Eugenia biflora,Mexico,forest
,Eugenia bojeri,Mauritius,
,Eugenia brachythrix,Jamaica,water
grumichama,Eugenia brasiliensis,Brazil,
,Eugenia brevistyla,Brazil,
,Eugenia brownei,Jamaica,
,Eugenia burkilliana,Malaysia,
,Eugenia calycina,Brazil,grasslands
,Eugenia camptophylla,Malaysia,
,Eugenia candolleana,Brazil,forest
,Eugenia capensis,Democratic Republic of the Congo,coastal
,Eugenia capensis,Malawi,coastal
,Eugenia capensis,Mozambique,coastal
,Eugenia capensis,Rwanda,coastal
,Eugenia capensis,South Africa,coastal
,Eugenia capensis,Swaziland,coastal
,Eugenia capensis,Tanzania,coastal
,Eugenia capensis,Zambia,coastal
,Eugenia capensis,Zimbabwe,coastal
,Eugenia caudata,Malaysia,
,Eugenia codyensis,Sri Lanka,
,Eugenia colipensis,Mexico,
,Eugenia cordifoliolata,Malaysia,
,Eugenia coyolensis,Honduras,
,Eugenia crassicaulis,Jamaica,
,Eugenia crassipetala,Mauritius,forest
,Eugenia crenata,Jamaica,
,Eugenia cyrtophylloides,Malaysia,
,Eugenia daenikeri,New Caledonia,
,Eugenia discors,Peru,
,Eugenia dysenterica,Brazil,grasslands
,Eugenia eperforata,Jamaica,
,Eugenia ericoides,New Caledonia,
,Eugenia erythrophylla,South Africa,
,Eugenia excisa,Cuba,
,Eugenia fajardensis,United States,
,Eugenia fernandopoana,Cameroon,forest
,Eugenia fernandopoana,Central African Republic,forest
,Eugenia fernandopoana,Equatorial Guinea,forest
,Eugenia floccosa,India,
,Eugenia fulva,Sri Lanka,
,Eugenia gageana,Malaysia,
,Eugenia gatopensis,New Caledonia,
,Eugenia gilgii,Cameroon,forest
,Eugenia glabra,Sri Lanka,
,Eugenia goniocalyx,Malaysia,
Luquillo Mountain stopper,Eugenia haematocarpa,United States,mountains; forest
,Eugenia haniffii,Malaysia,
,Eugenia hanoverensis,Jamaica,
Bois de sagaie,Eugenia hastilis,Mauritius,forest
,Eugenia heterochroa,Jamaica,
,Eugenia hexovulata,Peru,
,Eugenia horizontalis,New Caledonia,
,Eugenia insignis,Sri Lanka,
,Eugenia involucrata,Argentina,
,Eugenia involucrata,Bolivia,
,Eugenia involucrata,Brazil,
,Eugenia involucrata,Paraguay,
,Eugenia involucrata,Uruguay,
,Eugenia isosticta,Jamaica,
,Eugenia jutiapensis,El Salvador,
,Eugenia jutiapensis,Guatemala,
,Eugenia kaalensis,New Caledonia,
,Eugenia kameruniana,Cameroon,forest
,Eugenia kellyana,Jamaica,
,Eugenia klossii,Malaysia,
,Eugenia klotzschiana,Brazil,
nioi,Eugenia koolauensis,United States,
,Eugenia laevicaulis,Malaysia,
,Eugenia lamprophylla,Jamaica,
,Eugenia lancetillae,Honduras,
,Eugenia laurae,Jamaica,
,Eugenia leonorae,Brazil,forest
,Eugenia longicuspis,Peru,
,Eugenia lotoides,New Caledonia,forest; coastal
,Eugenia luschnathiana,Brazil,
,Eugenia mabaeoides,Sri Lanka,
,Eugenia mackeeana,New Caledonia,
,Eugenia marchiana,Jamaica,
,Eugenia mexicana,Mexico,
,Eugenia micranthoides,Peru,
,Eugenia microcarpa,Brazil,
,Eugenia millsii,Malaysia,
,Eugenia mozomboensis,Mexico,
,Eugenia myriantha,Malaysia,
,Eugenia nitidula,Malaysia,
,Eugenia noumeensis,New Caledonia,
,Eugenia orites,Malaysia,
,Eugenia pahangensis,Malaysia,
,Eugenia pallidula,Malaysia,
,Eugenia pearsoniana,Malaysia,
,Eugenia petrikensis,Madagascar,
,Syzygium phyllyraeoides,Sri Lanka,
,Eugenia pitanga,Brazil,grasslands
,Eugenia plumbea,Malaysia,
,Eugenia polypora,Jamaica,
,Eugenia porphyrantha,Malaysia,
,Eugenia praestigiosa,Malaysia,
,Eugenia prasina,Brazil,
,Eugenia pseudoclaviflora,Malaysia,
,Eugenia punicifolia,Bolivia,
,Eugenia punicifolia,Brazil,
,Eugenia punicifolia,Peru,
,Eugenia pyriformis,Brazil,
,Eugenia quadrata,Malaysia,
mountain stopper,Eugenia reinwardtiana,Australia,mountains; forest; coastal
,Eugenia rendlei,Jamaica,
,Eugenia rheophytica,Sri Lanka,
red stopper,Eugenia rhombea,Mexico,
red stopper,Eugenia rhombea,United States,
,Eugenia rhomboidea,Malaysia,
,Eugenia rivulorum,Sri Lanka,
,Eugenia rostadonis,Malaysia,
,Eugenia rotundata,Sri Lanka,
,Eugenia rufo-fulva,Sri Lanka,
,Eugenia sachetae,Jamaica,
,Eugenia salamancana,Panama,
,Eugenia salamensis,Costa Rica,
,Eugenia salamensis,El Salvador,
,Eugenia salamensis,Guatemala,
,Eugenia salamensis,Honduras,
,Eugenia salamensis,Mexico,
,Eugenia salamensis,Nicaragua,
,Eugenia scalarinervis,Malaysia,
,Eugenia schulziana,Jamaica,
,Eugenia schunkei,Peru,
,Eugenia setosa,Malaysia,
,Eugenia squamiflora,Brazil,
,Eugenia sripadaense,Sri Lanka,
araca-boi,Eugenia stipitata,Brazil,forest
araca-boi,Eugenia stipitata,Peru,forest
,Eugenia sulcivenia,Jamaica,
,Eugenia swettenhamiana,Malaysia,
,Eugenia tabouensis,Ivory Coast,forest
,Eugenia tecta,Malaysia,
,Eugenia tekuensis,Malaysia,
,Eugenia terpnophylla,India,
,Eugenia terpnophylla,Sri Lanka,
,Eugenia tiumanensis,Malaysia,
,Eugenia truncata,Costa Rica,
,Eugenia truncata,Panama,
,Eugenia umtamvunensis,South Africa,
